AQW00061705       15214C
USC00416146        8897R
USC00416177        9441R
USC00416210        9502R
USC00416276       10056R
USC00416286       10858R
USC00416368       10569R
USC00416499        9174R
USC00416502        9411Q
USC00416636        8710S
USC00416644        6651R
USC00416680        9821R
USC00416733        9051Q
USC00416734        9062R
USC00416739       10907Q
USC00416740        8701R
USC00416742        8592R
USC00416747        9110S
USC00416776        6838S
USC00416780        9895R
USC00416781        9872R
USC00416785        6512S
USC00416792        9685S
USC00416794        9180S
USC00416879       10174S
USC00416892        9342R
USC00416893        9024Q
USC00416932        8901S
USC00416950        6350S
USC00416959       10220R
USC00417020       10728R
USC00417028        9073R
USC00417044        7336R
USC00417066        9118Q
USC00417074        7547R
USC00417079        7324C
USC00417081        6888Q
USC00417111       10886R
USC00417140       11189R
USC00417170       11862R
USC00417179       12278S
USC00417183       11272Q
USC00417184       12015R
USC00417186       11235R
USC00417206        8567R
USC00417215       10980S
USC00417232        8828R
USC00417262       11421S
USC00417300        9308R
USC00417327        8967S
USC00417336        8173R
USC00417388        9108Q
USC00417458       12303S
USC00417481        9636R
USC00417497       10169R
USC00417530       10947R
USC00417533       11012R
USC00417550        9773Q
USC00417588        9289Q
USC00417622       12484R
USC00417624       11014Q
USC00417633        8743R
USC00417669        9050R
USC00417677       11892S
USC00417704       11715R
USC00417706        9064R
USC00417743        8538S
USC00417782        8837S
USC00417841        9195R
USC00417920        8045R
USC00417936        9657S
USC00417944        8970Q
USC00417947       10425R
USC00417951        9426Q
USC00417981       12043Q
USC00417983       10431R
USC00417992        9807R
USC00417994        9125R
USC00418022        9170R
USC00418040        7775R
USC00418059       12529R
USC00418081       11569Q
USC00418160       10478R
USC00418169       10814R
USC00418201        8046S
USC00418221        8718R
USC00418236        7321S
USC00418252        9785R
USC00418274        8655S
USC00418305        7666R
USC00418323        6945S
USC00418354       11462R
USC00418415       10319R
USC00418433        8499R
USC00418446       10098R
USC00418449        9009R
USC00418487       12529R
USC00418523        7788R
USC00418566        8032R
USC00418583        8999R
USC00418630        8573R
USC00418646        9961R
USC00418692        6198S
USC00418714       11190R
USC00418728       11464R
USC00418743        8651S
USC00418818        7950R
USC00418861        9993R
USC00418862        9815Q
USC00418910        9594R
USC00418924       10938Q
USC00418926        9428R
USC00418942        8891S
USC00418996       10674S
USC00419014        8752R
USC00419016        8728R
USC00419031       11403R
USC00419068        9355R
USC00419088        8451S
USC00419101        9715R
USC00419163        8671R
USC00419175        6848S
USC00419191        7931S
USC00419207        9455R
USC00419268       10834R
USC00419270        7829R
USC00419295        8271R
USC00419330        6251R
USC00419346        8655R
USC00419361       10855R
USC00419367       11365R
USC00419380        6699Q
USC00419417        9828R
USC00419480        9941Q
USC00419491        9986R
USC00419499        8808S
USC00419522        9188S
USC00419532        8557R
USC00419559       11401R
USC00419565        8545S
USC00419588       12590R
USC00419711        8188R
USC00419715        9630S
USC00419754        9893Q
USC00419800        9140S
USC00419847        8909S
USC00419916        8950R
USC00419952       10602R
USC00419976       12413R
USC00420050        4286R
USC00420061        4951S
USC00420072        2295S
USC00420074        3663S
USC00420086        3739S
USC00420168        3246R
USC00420336        7243R
USC00420487        4181Q
USC00420490        5681R
USC00420527        3740R
USC00420688        7070R
USC00420730        4958C
USC00420738        5631S
USC00420757        1493R
USC00420788        6377S
USC00420802        4923R
USC00420820        5331S
USC00420849        4598S
USC00420900        1661P
USC00420928        4668S
USC00421008        3318S
USC00421020        7532R
USC00421144        4684S
USC00421162        5193Q
USC00421163        5879S
USC00421168        6031S
USC00421171        5787S
USC00421214        4521S
USC00421241        6262R
USC00421259        5169Q
USC00421260        4589R
USC00421308        4298S
USC00421432        4438R
USC00421446        4622Q
USC00421590        2061R
USC00421731        4923R
USC00421759        5661S
USC00421918        4762R
USC00422057        3470S
USC00422101        5192R
USC00422150        6014R
USC00422173        4944R
USC00422235        6316R
USC00422253        4265S
USC00422257        5413S
USC00422385        3770C
USC00422418        5085R
USC00422424        1660R
USC00422558        4553Q
USC00422561        4311R
USC00422578        3753R
USC00422592        5088S
USC00422607        5231S
USC00422696        3816S
USC00422702        3462Q
USC00422726        5421R
USC00422798        4762C
USC00422828        5111S
USC00422852        5820R
USC00422864        3792S
USC00422996        4600R
USC00423012        3944R
USC00423097        6083R
USC00423254        5549Q
USC00423348        5224R
USC00423418        6244R
USC00423486        3741S
USC00423600        5210R
USC00423809        4758S
USC00423896        3614R
USC00423980        8240R
USC00424100        5542S
USC00424135        3711S
USC00424174        4027S
USC00424321        4451Q
USC00424342        4689S
USC00424362        5020S
USC00424467        3653R
USC00424508        5927C
USC00424527        5819R
USC00424748        5136R
USC00424755        4284R
USC00424764        3346R
USC00424856        3280S
USC00424947        4156R
USC00424968        8236R
USC00425065        4951R
USC00425138        4901R
USC00425148        3311R
USC00425182        4295S
USC00425186        4682S
USC00425194        4086S
USC00425252        7196R
USC00425268        3987R
USC00425377        3475R
USC00425402        4457R
USC00425477        4348S
USC00425582        6954S
USC00425733        6850R
USC00425805        3908S
USC00425826        4217S
USC00425837        4094R
USC00425892        4155R
USC00425969        4553S
USC00426053        4972S
USC00426123        4092S
USC00426135        5035R
USC00426181        4997S
USC00426357        5571S
USC00426404        5518R
USC00426414        5482R
USC00426455        5608R
USC00426534        4960S
USC00426538        5616R
USC00426568        5229S
USC00426601        3095R
USC00426640        6298Q
USC00426644        3000R
USC00426686        4296R
USC00426708        5126S
USC00426869        3712S
USC00426919        5420S
USC00427064        5775S
USC00427165        2668R
USC00427260        4561S
USC00427271        4373S
USC00427395        4535S
USC00427408        4152R
USC00427516        8847R
USC00427557        4946R
USC00427559        3194R
USC00427606        6191R
USC00427655        5600R
USC00427686        5077R
USC00427714        4670R
USC00427729        2311R
USC00427800        4824R
USC00427846        1960S
USC00427909        3542R
USC00427931        4241R
USC00428119        5520S
USC00428465        3589R
USC00428476        5236Q
USC00428478        4482R
USC00428668        4147R
USC00428705        5825R
USC00428733        4747R
USC00428771        5803S
USC00428817        4967R
USC00428828        4625R
USC00428847        4085R
USC00428973        4609R
USC00428978        5158R
USC00429133        4153S
USC00429136        6288S
USC00429152        5474R
USC00429165        3998S
USC00429368        4386Q
USC00429595        2769S
USC00429717        8298S
USC00430277        3583R
USC00430499        4297R
USC00430942        3286Q
USC00431243        3804S
USC00431360        3313R
USC00431363        3340R
USC00431565        3308Q
USC00431580        4177R
USC00431705        3820Q
USC00432314        3319Q
USC00432698        3507R
USC00432769        4152R
USC00432773        3630Q
USC00432843        4279R
USC00433400        3892Q
USC00433769        3622Q
USC00434120        3362R
USC00434189        3071R
USC00435273        4110Q
USC00435376        3325R
USC00435416        2215C
USC00435542        3630S
USC00435733        3592R
USC00435740        3293R
USC00435982        4008Q
USC00436391        3745R
USC00436500        3912R
USC00436761        3659R
USC00436893        3696S
USC00436995        3955S
USC00437032        4048R
USC00437098        4466R
USC00437607        4358C
USC00437612        3498R
USC00438160        3666R
USC00438169        3188Q
USC00438172        3070R
USC00438600        4646R
USC00438815        3747R
USC00439099        3314R
USC00439984        3943R
USC00439988        3612Q
USC00440021        5829R
USC00440187        6854R
USC00440188        6411Q
USC00440243        6394R
USC00440327        6812S
USC00440385        7747R
USC00440551        6401R
USC00440720        4260R
USC00440735        6160R
USC00440766        5179S
USC00440792        4896R
USC00440860        5776R
USC00440982        5605R
USC00440993        7017R
USC00441082        5252R
USC00441121        6751R
USC00441209        4378S
USC00441322        6618S
USC00441585        6573R
USC00441593        6799S
USC00441606        7022S
USC00441614        5987S
USC00441692        5637R
USC00441746        7247Q
USC00441825        5286R
USC00441913        7311R
USC00441986        5595Q
USC00442009        6519S
USC00442044        6030S
USC00442142        6556R
USC00442208        5449S
USC00442245        7062R
USC00442400        6993Q
USC00442635        7240Q
USC00442663        5489R
USC00442790        7247S
USC00442941        6558S
USC00443071        5078R
USC00443192        6390R
USC00443204        6566R
USC00443229        6075R
USC00443267        5171R
USC00443272        4949Q
USC00443310        5375S
USC00443565        6767Q
USC00443640        5736R
USC00443713        8172Q
USC00444044        7536S
USC00444101        8083S
USC00444128        5091R
USC00444414        7548S
USC00444600        6947R
USC00444768        7018R
USC00444777        5521R
USC00444876        6087S
USC00444909        5676S
USC00445050        6675R
USC00445096        6120R
USC00445117        5976R
USC00445150        6137Q
USC00445204        6440Q
USC00445300        6222R
USC00445338        6957R
USC00445595        4233R
USC00445700        6073R
USC00445828        4143R
USC00445851        5692S
USC00445880        4368R
USC00446125        5496Q
USC00446147        7749Q
USC00446161        6949Q
